query_id,workflow_id,workflow_task,query,intent,requirement_groups,candidate_tools,expected_groups,primary_hit,any_hit,primary_recall,recall,missed_groups,missed_purposes,extra_tools,primary_tools,related_tools,returned_toolkits,api_search_latency_sec,end_to_end_latency_sec,error,no_results_returned,raw_result_path,judged_recall,judged_notes,was_judged
workflow-085-q1,85,"Investigate and patch a codebase hosted on GitHub, commit changes to a target branch, document the change, and merge that branch into the destination branch after approval.",clone repository checkout branch,Retrieve the codebase from GitHub and switch to the target development branch.,"[{'acceptable_tool_slugs': ['GITHUB_GET_A_REFERENCE'], 'purpose': 'retrieve target branch reference'}]","['GITHUB_CREATE_A_COMMIT', 'GITHUB_CREATE_A_TREE', 'GITHUB_GET_A_COMMIT', 'GITHUB_GET_A_REFERENCE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_REFERENCE', '_1PASSWORD_LIST_VAULTS']",1,False,True,0.0,1.0,,,GITHUB_DOWNLOAD_A_REPOSITORY_ARCHIVE_ZIP; GITHUB_GET_A_REPOSITORY; GITHUB_GET_A_TREE; GITHUB_GET_RAW_REPOSITORY_CONTENT; GITHUB_GET_REPOSITORY_CONTENT; GITHUB_LIST_BRANCHES,GITHUB_DOWNLOAD_A_REPOSITORY_ARCHIVE_ZIP,GITHUB_GET_A_REPOSITORY; GITHUB_LIST_BRANCHES; GITHUB_GET_A_REFERENCE; GITHUB_GET_A_TREE; GITHUB_GET_REPOSITORY_CONTENT; GITHUB_GET_RAW_REPOSITORY_CONTENT,github,2.22,2.22,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-085-q1.json,1.0,,False
workflow-085-q2,85,"Investigate and patch a codebase hosted on GitHub, commit changes to a target branch, document the change, and merge that branch into the destination branch after approval.",git commit push changes,Commit the code modifications and push them to the remote target branch on GitHub.,"[{'acceptable_tool_slugs': ['GITHUB_CREATE_A_COMMIT'], 'purpose': 'commit code modifications'}]","['GITHUB_CREATE_A_COMMIT', 'GITHUB_CREATE_A_TREE', 'GITHUB_GET_A_COMMIT', 'GITHUB_GET_A_REFERENCE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_REFERENCE', '_1PASSWORD_LIST_VAULTS']",1,False,False,0.0,0.0,GITHUB_CREATE_A_COMMIT,commit code modifications,GITHUB_COMMIT_MULTIPLE_FILES; GITHUB_CREATE_A_REFERENCE; GITHUB_CREATE_OR_UPDATE_FILE_CONTENTS; GITHUB_GET_A_BRANCH; GITHUB_GET_A_REPOSITORY; GITHUB_LIST_BRANCHES,GITHUB_COMMIT_MULTIPLE_FILES,GITHUB_GET_A_REPOSITORY; GITHUB_GET_A_BRANCH; GITHUB_CREATE_A_REFERENCE; GITHUB_CREATE_OR_UPDATE_FILE_CONTENTS; GITHUB_LIST_BRANCHES,github,1.94,1.94,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-085-q2.json,0.0,,False
workflow-085-q3,85,"Investigate and patch a codebase hosted on GitHub, commit changes to a target branch, document the change, and merge that branch into the destination branch after approval.",create pull request merge,Open a pull request and merge the target branch into the destination branch after approval.,"[{'acceptable_tool_slugs': ['GITHUB_MERGE_A_BRANCH'], 'purpose': 'merge target branch into destination branch'}]","['GITHUB_CREATE_A_COMMIT', 'GITHUB_CREATE_A_TREE', 'GITHUB_GET_A_COMMIT', 'GITHUB_GET_A_REFERENCE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_REFERENCE', '_1PASSWORD_LIST_VAULTS']",1,False,True,0.0,1.0,,,GITHUB_CREATE_A_PULL_REQUEST; GITHUB_FIND_PULL_REQUESTS; GITHUB_GET_A_PULL_REQUEST; GITHUB_LIST_CHECK_RUNS_FOR_A_REF; GITHUB_LIST_PULL_REQUESTS_FILES; GITHUB_MERGE_A_PULL_REQUEST; GITHUB_UPDATE_A_PULL_REQUEST; GITHUB_UPDATE_A_PULL_REQUEST_BRANCH,GITHUB_FIND_PULL_REQUESTS; GITHUB_CREATE_A_PULL_REQUEST; GITHUB_MERGE_A_PULL_REQUEST,GITHUB_GET_A_PULL_REQUEST; GITHUB_LIST_CHECK_RUNS_FOR_A_REF; GITHUB_UPDATE_A_PULL_REQUEST_BRANCH; GITHUB_UPDATE_A_PULL_REQUEST; GITHUB_LIST_PULL_REQUESTS_FILES; GITHUB_MERGE_A_BRANCH,github,2.01,2.01,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-085-q3.json,1.0,,False
workflow-086-q1,86,"Retrieve Salesforce CRM report and query data for a business-performance brief, then send Slack notifications with the generated results.",salesforce report query data retrieval,Retrieve report and query data from Salesforce CRM for business performance analysis.,"[{'acceptable_tool_slugs': ['SALESFORCE_RUN_REPORT'], 'purpose': 'Run a Salesforce report synchronously to retrieve performance data'}, {'acceptable_tool_slugs': ['SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_QUERY'], 'purpose': 'Execute a SOQL query against Salesforce to retrieve data'}]","['SALESFORCE_GET_REPORT', 'SALESFORCE_GET_SUPPORT', 'SALESFORCE_QUERY', 'SALESFORCE_RUN_REPORT', 'SALESFORCE_RUN_SOQL_QUERY', 'SLACK_SEND_MESSAGE']",2,True,True,0.5,1.0,,,SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_REPORT; SALESFORCE_GET_REPORT_INSTANCE; SALESFORCE_LIST_REPORTS,SALESFORCE_RUN_REPORT; SALESFORCE_GET_REPORT_INSTANCE,SALESFORCE_LIST_REPORTS; SALESFORCE_RUN_SOQL_QUERY; SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_REPORT,salesforce,2.35,2.35,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-086-q1.json,1.0,,False
workflow-086-q2,86,"Retrieve Salesforce CRM report and query data for a business-performance brief, then send Slack notifications with the generated results.",slack send notification message,Send formatted Slack notifications containing the generated business-performance results.,"[{'acceptable_tool_slugs': ['SLACK_SEND_MESSAGE'], 'purpose': 'Send a notification message to Slack'}]","['SALESFORCE_GET_REPORT', 'SALESFORCE_GET_SUPPORT', 'SALESFORCE_QUERY', 'SALESFORCE_RUN_REPORT', 'SALESFORCE_RUN_SOQL_QUERY', 'SLACK_SEND_MESSAGE']",1,True,True,1.0,1.0,,,SLACK_FIND_USERS; SLACK_OPEN_DM; SLACK_RETRIEVE_MESSAGE_PERMALINK_URL; SLACK_SCHEDULE_MESSAGE; SLACK_SEND_ME_MESSAGE; SLACK_TEST_AUTH; SLACK_UPDATES_A_SLACK_MESSAGE,SLACK_OPEN_DM; SLACK_SEND_MESSAGE,SLACK_FIND_USERS; SLACK_SCHEDULE_MESSAGE; SLACK_TEST_AUTH; SLACK_UPDATES_A_SLACK_MESSAGE; SLACK_RETRIEVE_MESSAGE_PERMALINK_URL; SLACK_SEND_ME_MESSAGE,slack,2.37,2.37,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-086-q2.json,1.0,,False
workflow-087-q2,87,"Set up and reorganize business lead-tracking and governance records in Notion, after initially exploring tools for social posting, web research, CRM lead handling, and website publishing.",search and manage Notion records,Set up and reorganize business lead-tracking and governance records within Notion.,"[{'acceptable_tool_slugs': ['NOTION_CREATE_NOTION_PAGE', 'NOTION_INSERT_ROW_DATABASE', 'NOTION_QUERY_DATABASE', 'NOTION_UPDATE_ROW_DATABASE'], 'purpose': 'Manage and update Notion records and databases'}]","['NOTION_ADD_MULTIPLE_PAGE_CONTENT', 'NOTION_CREATE_NOTION_PAGE', 'NOTION_DELETE_BLOCK', 'NOTION_FETCH_ALL_BLOCK_CONTENTS', 'NOTION_FETCH_DATA', 'NOTION_FETCH_DATABASE', 'NOTION_GET_PAGE_MARKDOWN', 'NOTION_INSERT_ROW_DATABASE', 'NOTION_QUERY_DATABASE', 'NOTION_UPDATE_ROW_DATABASE']",1,False,False,0.0,0.0,NOTION_CREATE_NOTION_PAGE | NOTION_INSERT_ROW_DATABASE | NOTION_QUERY_DATABASE | NOTION_UPDATE_ROW_DATABASE,Manage and update Notion records and databases,NOTION_FETCH_ALL_BLOCK_CONTENTS; NOTION_FETCH_DATA; NOTION_FETCH_DATABASE; NOTION_GET_PAGE_MARKDOWN; NOTION_QUERY_DATABASE_WITH_FILTER; NOTION_RETRIEVE_PAGE; NOTION_SEARCH_NOTION_PAGE,NOTION_SEARCH_NOTION_PAGE,NOTION_FETCH_DATA; NOTION_RETRIEVE_PAGE; NOTION_QUERY_DATABASE_WITH_FILTER; NOTION_FETCH_DATABASE; NOTION_GET_PAGE_MARKDOWN; NOTION_FETCH_ALL_BLOCK_CONTENTS,notion,1.92,1.92,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-087-q2.json,0.0,,False
workflow-089-q1,89,"Audit inbound email and HubSpot marketing/automation assets to understand an external funnel, compare it with existing marketing emails and workflows, and inspect meeting-booking setup.",search inbound emails and HubSpot marketing assets,Search and retrieve inbound emails and HubSpot marketing assets and automation workflows to analyze the external funnel.,"[{'acceptable_tool_slugs': ['GOOGLESUPER_FETCH_EMAILS'], 'purpose': 'Search and retrieve inbound emails'}, {'acceptable_tool_slugs': ['HUBSPOT_GET_ALL_MARKETING_EMAILS_FOR_A_HUB_SPOT_ACCOUNT'], 'purpose': 'Retrieve HubSpot marketing emails'}, {'acceptable_tool_slugs': ['HUBSPOT_GET_WORKFLOWS', 'HUBSPOT_GET_ALL_WORKFLOWS'], 'purpose': 'Retrieve HubSpot automation workflows'}]","['GOOGLESUPER_FETCH_EMAILS', 'HUBSPOT_GET_ALL_MARKETING_EMAILS_FOR_A_HUB_SPOT_ACCOUNT', 'HUBSPOT_GET_ALL_WORKFLOWS', 'HUBSPOT_GET_THE_DETAILS_OF_A_SPECIFIED_MARKETING_EMAIL', 'HUBSPOT_GET_WORKFLOWS']",3,False,False,0.0,0.0,GOOGLESUPER_FETCH_EMAILS; HUBSPOT_GET_ALL_MARKETING_EMAILS_FOR_A_HUB_SPOT_ACCOUNT; HUBSPOT_GET_WORKFLOWS | HUBSPOT_GET_ALL_WORKFLOWS,Search and retrieve inbound emails; Retrieve HubSpot marketing emails; Retrieve HubSpot automation workflows,HUBSPOT_GET_EMAILS; HUBSPOT_READ_CONTACT; HUBSPOT_READ_EMAIL; HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA; HUBSPOT_SEARCH_CRM_OBJECTS_BY_CRITERIA; HUBSPOT_SEARCH_EMAILS,HUBSPOT_SEARCH_EMAILS; HUBSPOT_GET_EMAILS,HUBSPOT_READ_EMAIL; HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA; HUBSPOT_READ_CONTACT; HUBSPOT_SEARCH_CRM_OBJECTS_BY_CRITERIA,hubspot,1.72,1.72,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-089-q1.json,0.0,,False
workflow-090-q1,90,"Create and refine a Google Slides presentation by inspecting existing slides and layouts, adding styled slides, inserting an image, and verifying the rendered result.",inspect existing google slides layouts and presentation structure,"this query searches for capabilities to read existing slide content, inspect slide dimensions, and retrieve available slide layouts from a Google Slides presentation","[{'acceptable_tool_slugs': ['GOOGLESLIDES_PRESENTATIONS_GET'], 'purpose': 'retrieve presentation structure'}, {'acceptable_tool_slugs': ['GOOGLESLIDES_PRESENTATIONS_PAGES_GET'], 'purpose': 'inspect specific slide, layout, or master details'}]","['GOOGLEDRIVE_UPLOAD_FILE', 'GOOGLESLIDES_GET_PAGE_THUMBNAIL2', 'GOOGLESLIDES_PRESENTATIONS_BATCH_UPDATE', 'GOOGLESLIDES_PRESENTATIONS_GET', 'GOOGLESLIDES_PRESENTATIONS_PAGES_GET']",2,True,True,0.5,1.0,,,GOOGLEDRIVE_CREATE_PERMISSION; GOOGLEDRIVE_FIND_FILE; GOOGLEDRIVE_GET_FILE_METADATA; GOOGLESLIDES_GET_PAGE_THUMBNAIL2,GOOGLESLIDES_PRESENTATIONS_GET,GOOGLESLIDES_PRESENTATIONS_PAGES_GET; GOOGLESLIDES_GET_PAGE_THUMBNAIL2; GOOGLEDRIVE_FIND_FILE; GOOGLEDRIVE_GET_FILE_METADATA; GOOGLEDRIVE_CREATE_PERMISSION,googledrive; googleslides,2.24,2.24,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-090-q1.json,1.0,,False
workflow-090-q2,90,"Create and refine a Google Slides presentation by inspecting existing slides and layouts, adding styled slides, inserting an image, and verifying the rendered result.",add styled slides insert image and render presentation,"this query searches for capabilities to create new slides with custom formatting, add images, and export or render the presentation for visual verification","[{'acceptable_tool_slugs': ['GOOGLESLIDES_PRESENTATIONS_BATCH_UPDATE'], 'purpose': 'add styled slides and insert images'}, {'acceptable_tool_slugs': ['GOOGLESLIDES_GET_PAGE_THUMBNAIL2'], 'purpose': 'generate a rendered thumbnail of the slide for verification'}]","['GOOGLEDRIVE_UPLOAD_FILE', 'GOOGLESLIDES_GET_PAGE_THUMBNAIL2', 'GOOGLESLIDES_PRESENTATIONS_BATCH_UPDATE', 'GOOGLESLIDES_PRESENTATIONS_GET', 'GOOGLESLIDES_PRESENTATIONS_PAGES_GET']",2,True,True,0.5,1.0,,,GEMINI_GENERATE_IMAGE; GOOGLESLIDES_CREATE_SLIDES_MARKDOWN; GOOGLESLIDES_PRESENTATIONS_COPY_FROM_TEMPLATE; GOOGLESLIDES_PRESENTATIONS_GET; GOOGLESLIDES_PRESENTATIONS_PAGES_GET,GOOGLESLIDES_PRESENTATIONS_BATCH_UPDATE,GOOGLESLIDES_PRESENTATIONS_GET; GOOGLESLIDES_PRESENTATIONS_PAGES_GET; GOOGLESLIDES_CREATE_SLIDES_MARKDOWN; GOOGLESLIDES_PRESENTATIONS_COPY_FROM_TEMPLATE; GOOGLESLIDES_GET_PAGE_THUMBNAIL2; GEMINI_GENERATE_IMAGE,gemini; googleslides,2.26,2.26,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-090-q2.json,1.0,,False
workflow-091-q1,91,"Manage Meta ads reporting and campaign status, and handle Facebook Page inbox workflows including reading conversations and sending private replies or bulk follow-up messages.",manage Meta ads reporting and campaign status,This query retrieves campaign performance metrics and updates the active status of Meta advertising campaigns.,"[{'acceptable_tool_slugs': ['METAADS_GET_INSIGHTS'], 'purpose': 'retrieve campaign performance insights'}, {'acceptable_tool_slugs': ['METAADS_GET_OBJECT'], 'purpose': 'retrieve campaign status and details'}]","['FACEBOOK_GET_CONVERSATION_MESSAGES', 'FACEBOOK_GET_PAGE_CONVERSATIONS', 'FACEBOOK_GET_PAGE_DETAILS', 'FACEBOOK_LIST_MANAGED_PAGES', 'FACEBOOK_SEND_MESSAGE', 'METAADS_GET_INSIGHTS', 'METAADS_GET_OBJECT']",2,True,True,0.5,1.0,,,METAADS_GET_AD_ACCOUNTS; METAADS_GET_USER; METAADS_LIST_ADS; METAADS_LIST_BUSINESS_AD_ACCOUNTS; METAADS_LIST_OWNED_BUSINESSES,METAADS_GET_AD_ACCOUNTS; METAADS_GET_INSIGHTS,METAADS_GET_OBJECT; METAADS_LIST_OWNED_BUSINESSES; METAADS_LIST_BUSINESS_AD_ACCOUNTS; METAADS_GET_USER; METAADS_LIST_ADS,metaads,2.5,2.5,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-091-q1.json,1.0,,False
workflow-091-q2,91,"Manage Meta ads reporting and campaign status, and handle Facebook Page inbox workflows including reading conversations and sending private replies or bulk follow-up messages.",read Facebook Page inbox conversations,This query fetches incoming messages and conversation threads from a Facebook Page inbox.,"[{'acceptable_tool_slugs': ['FACEBOOK_GET_PAGE_CONVERSATIONS'], 'purpose': 'fetch conversation threads from page inbox'}]","['FACEBOOK_GET_CONVERSATION_MESSAGES', 'FACEBOOK_GET_PAGE_CONVERSATIONS', 'FACEBOOK_GET_PAGE_DETAILS', 'FACEBOOK_LIST_MANAGED_PAGES', 'FACEBOOK_SEND_MESSAGE', 'METAADS_GET_INSIGHTS', 'METAADS_GET_OBJECT']",1,True,True,1.0,1.0,,,FACEBOOK_GET_CONVERSATION_MESSAGES; FACEBOOK_GET_MESSAGE_DETAILS; FACEBOOK_GET_PAGE_DETAILS; FACEBOOK_LIST_MANAGED_PAGES; FACEBOOK_MARK_MESSAGE_SEEN; FACEBOOK_SEND_MESSAGE,FACEBOOK_GET_PAGE_CONVERSATIONS; FACEBOOK_GET_CONVERSATION_MESSAGES,FACEBOOK_LIST_MANAGED_PAGES; FACEBOOK_SEND_MESSAGE; FACEBOOK_GET_MESSAGE_DETAILS; FACEBOOK_MARK_MESSAGE_SEEN; FACEBOOK_GET_PAGE_DETAILS,facebook,1.93,1.93,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-091-q2.json,1.0,,False
workflow-091-q3,91,"Manage Meta ads reporting and campaign status, and handle Facebook Page inbox workflows including reading conversations and sending private replies or bulk follow-up messages.",send private replies and bulk follow-up messages on Facebook Page,This query sends individual private replies or automated bulk follow-up messages to users in the Facebook Page inbox.,"[{'acceptable_tool_slugs': ['FACEBOOK_SEND_MESSAGE'], 'purpose': 'send private replies and follow-up messages'}]","['FACEBOOK_GET_CONVERSATION_MESSAGES', 'FACEBOOK_GET_PAGE_CONVERSATIONS', 'FACEBOOK_GET_PAGE_DETAILS', 'FACEBOOK_LIST_MANAGED_PAGES', 'FACEBOOK_SEND_MESSAGE', 'METAADS_GET_INSIGHTS', 'METAADS_GET_OBJECT']",1,True,True,1.0,1.0,,,FACEBOOK_GET_CONVERSATION_MESSAGES; FACEBOOK_GET_CURRENT_USER; FACEBOOK_GET_PAGE_CONVERSATIONS; FACEBOOK_GET_PAGE_DETAILS; FACEBOOK_LIST_MANAGED_PAGES; FACEBOOK_MARK_MESSAGE_SEEN; FACEBOOK_SEND_MEDIA_MESSAGE,FACEBOOK_GET_PAGE_CONVERSATIONS; FACEBOOK_SEND_MESSAGE,FACEBOOK_LIST_MANAGED_PAGES; FACEBOOK_GET_CONVERSATION_MESSAGES; FACEBOOK_SEND_MEDIA_MESSAGE; FACEBOOK_MARK_MESSAGE_SEEN; FACEBOOK_GET_PAGE_DETAILS; FACEBOOK_GET_CURRENT_USER,facebook,1.87,1.87,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-091-q3.json,1.0,,False
workflow-092-q1,92,"Migrate active Todoist projects, sections, tasks, subtasks, labels, due dates, priorities, durations, and assignment metadata into a private ClickUp Space, then verify the migration without modifying Todoist source data.",fetch active Todoist projects sections tasks subtasks labels due dates priorities durations and assignees,Retrieve all active tasks and their metadata from Todoist without modifying the source data.,"[{'acceptable_tool_slugs': ['TODOIST_GET_ALL_PROJECTS', 'TODOIST_GET_ALL_TASKS', 'TODOIST_LIST_SECTIONS'], 'purpose': 'fetch active projects, tasks, and sections from Todoist'}]","['CLICKUP_CREATE_FOLDER', 'CLICKUP_CREATE_LIST', 'CLICKUP_CREATE_SPACE', 'CLICKUP_CREATE_SPACE_TAG', 'CLICKUP_CREATE_TASK', 'CLICKUP_GET_AUTHORIZED_TEAMS_WORKSPACES', 'CLICKUP_GET_FILTERED_TEAM_TASKS', 'CLICKUP_GET_FOLDERS', 'CLICKUP_GET_LISTS', 'CLICKUP_GET_SPACE', 'CLICKUP_GET_SPACES', 'CLICKUP_GET_SPACE_TAGS', 'CLICKUP_GET_TASK', 'CLICKUP_UPDATE_SPACE', 'CLICKUP_UPDATE_TASK', 'CLICKUP_UPDATE_WORKSPACE_ACL', 'TODOIST_GET_ALL_PROJECTS', 'TODOIST_GET_ALL_TASKS', 'TODOIST_LIST_SECTIONS']",1,True,True,1.0,1.0,,,TODOIST_FILTER_TASKS; TODOIST_GET_COMPLETED_TASKS_BY_COMPLETION_DATE; TODOIST_GET_PROJECT_FULL; TODOIST_LIST_ACTIVITIES; TODOIST_LIST_COMPLETED_TASKS; TODOIST_SEARCH_PROJECTS; TODOIST_SYNC,TODOIST_GET_ALL_PROJECTS; TODOIST_LIST_SECTIONS; TODOIST_GET_ALL_TASKS; TODOIST_LIST_COMPLETED_TASKS,TODOIST_GET_COMPLETED_TASKS_BY_COMPLETION_DATE; TODOIST_FILTER_TASKS; TODOIST_GET_PROJECT_FULL; TODOIST_SEARCH_PROJECTS; TODOIST_SYNC; TODOIST_LIST_ACTIVITIES,todoist,1.92,1.92,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-092-q1.json,1.0,,False
workflow-092-q2,92,"Migrate active Todoist projects, sections, tasks, subtasks, labels, due dates, priorities, durations, and assignment metadata into a private ClickUp Space, then verify the migration without modifying Todoist source data.",create private ClickUp Space,Provision a new private Space in ClickUp to serve as the destination for the migration.,"[{'acceptable_tool_slugs': ['CLICKUP_CREATE_SPACE'], 'purpose': 'create a new ClickUp Space'}, {'acceptable_tool_slugs': ['CLICKUP_UPDATE_SPACE'], 'purpose': 'configure the ClickUp Space as private'}]","['CLICKUP_CREATE_FOLDER', 'CLICKUP_CREATE_LIST', 'CLICKUP_CREATE_SPACE', 'CLICKUP_CREATE_SPACE_TAG', 'CLICKUP_CREATE_TASK', 'CLICKUP_GET_AUTHORIZED_TEAMS_WORKSPACES', 'CLICKUP_GET_FILTERED_TEAM_TASKS', 'CLICKUP_GET_FOLDERS', 'CLICKUP_GET_LISTS', 'CLICKUP_GET_SPACE', 'CLICKUP_GET_SPACES', 'CLICKUP_GET_SPACE_TAGS', 'CLICKUP_GET_TASK', 'CLICKUP_UPDATE_SPACE', 'CLICKUP_UPDATE_TASK', 'CLICKUP_UPDATE_WORKSPACE_ACL', 'TODOIST_GET_ALL_PROJECTS', 'TODOIST_GET_ALL_TASKS', 'TODOIST_LIST_SECTIONS']",2,True,True,0.5,1.0,,,CLICKUP_GET_AUTHORIZED_TEAMS_WORKSPACES; CLICKUP_GET_SPACE; CLICKUP_GET_SPACES; CLICKUP_GET_WORKSPACE_PLAN; CLICKUP_UPDATE_WORKSPACE_ACL,CLICKUP_CREATE_SPACE,CLICKUP_GET_AUTHORIZED_TEAMS_WORKSPACES; CLICKUP_UPDATE_SPACE; CLICKUP_GET_SPACE; CLICKUP_GET_SPACES; CLICKUP_GET_WORKSPACE_PLAN; CLICKUP_UPDATE_WORKSPACE_ACL,clickup,1.98,1.98,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-092-q2.json,1.0,,False
workflow-092-q3,92,"Migrate active Todoist projects, sections, tasks, subtasks, labels, due dates, priorities, durations, and assignment metadata into a private ClickUp Space, then verify the migration without modifying Todoist source data.",create ClickUp folders lists sections tasks subtasks labels custom fields due dates priorities durations and assignments,"Recreate the Todoist project hierarchy, tasks, subtasks, and all associated metadata within the new ClickUp Space.","[{'acceptable_tool_slugs': ['CLICKUP_CREATE_FOLDER'], 'purpose': 'create ClickUp folders'}, {'acceptable_tool_slugs': ['CLICKUP_CREATE_LIST'], 'purpose': 'create ClickUp lists'}, {'acceptable_tool_slugs': ['CLICKUP_CREATE_TASK'], 'purpose': 'create ClickUp tasks and subtasks'}]","['CLICKUP_CREATE_FOLDER', 'CLICKUP_CREATE_LIST', 'CLICKUP_CREATE_SPACE', 'CLICKUP_CREATE_SPACE_TAG', 'CLICKUP_CREATE_TASK', 'CLICKUP_GET_AUTHORIZED_TEAMS_WORKSPACES', 'CLICKUP_GET_FILTERED_TEAM_TASKS', 'CLICKUP_GET_FOLDERS', 'CLICKUP_GET_LISTS', 'CLICKUP_GET_SPACE', 'CLICKUP_GET_SPACES', 'CLICKUP_GET_SPACE_TAGS', 'CLICKUP_GET_TASK', 'CLICKUP_UPDATE_SPACE', 'CLICKUP_UPDATE_TASK', 'CLICKUP_UPDATE_WORKSPACE_ACL', 'TODOIST_GET_ALL_PROJECTS', 'TODOIST_GET_ALL_TASKS', 'TODOIST_LIST_SECTIONS']",3,True,True,1.0,1.0,,,CLICKUP_CREATE_FOLDERLESS_LIST; CLICKUP_CREATE_SPACE; CLICKUP_GET_ACCESSIBLE_CUSTOM_FIELDS; CLICKUP_GET_FOLDERS; CLICKUP_GET_LIST; CLICKUP_GET_LISTS; CLICKUP_UPDATE_TASK,CLICKUP_CREATE_SPACE; CLICKUP_CREATE_FOLDER; CLICKUP_CREATE_LIST; CLICKUP_CREATE_TASK,CLICKUP_GET_FOLDERS; CLICKUP_GET_LISTS; CLICKUP_GET_LIST; CLICKUP_CREATE_FOLDERLESS_LIST; CLICKUP_UPDATE_TASK; CLICKUP_GET_ACCESSIBLE_CUSTOM_FIELDS,clickup,2.27,2.27,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-092-q3.json,1.0,,False
workflow-093-q1,93,"Analyze Salesforce CRM data by discovering schema, running SOQL queries, extracting a large set of related records, and computing a cohort-based return-rate metric.",Salesforce schema discovery and SOQL query execution,Discover the data schema and execute SOQL queries to retrieve CRM records from Salesforce.,"[{'acceptable_tool_slugs': ['SALESFORCE_GET_ALL_CUSTOM_OBJECTS'], 'purpose': 'Salesforce schema discovery'}, {'acceptable_tool_slugs': ['SALESFORCE_RUN_SOQL_QUERY'], 'purpose': 'SOQL query execution'}]","['SALESFORCE_GET_ALL_CUSTOM_OBJECTS', 'SALESFORCE_RUN_SOQL_QUERY']",2,True,True,0.5,0.5,SALESFORCE_GET_ALL_CUSTOM_OBJECTS,Salesforce schema discovery,SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_QUERY_JOB_INFO; SALESFORCE_GET_SUPPORTED_OBJECTS_DIRECTORY; SALESFORCE_SERVICE_CLOUD_QUERY_SOQL; SALESFORCE_TOOLING_QUERY,SALESFORCE_RUN_SOQL_QUERY,SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_SERVICE_CLOUD_QUERY_SOQL; SALESFORCE_TOOLING_QUERY; SALESFORCE_GET_SUPPORTED_OBJECTS_DIRECTORY; SALESFORCE_GET_QUERY_JOB_INFO,salesforce; salesforce_service_cloud,2.65,2.65,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-093-q1.json,0.5,,False
