query_id,workflow_id,workflow_task,query,required_tools,supporting_tools,rationale,candidate_tools,source_query_id,variant_dimension,expected_count,primary_hit,any_hit,primary_recall,recall,primary_rank,related_only_tools,missed_tools,extra_tools,primary_tools,related_tools,returned_toolkits,api_search_latency_sec,end_to_end_latency_sec,error,no_results_returned,raw_result_path
workflow-015-q4-implicit,15,"Process pending invoice emails, persist invoice attachments to cloud storage, update spreadsheet ledgers, verify calculated totals, and label processed messages.",batch update tags on processed emails,['GMAIL_BATCH_MODIFY_MESSAGES'],['GMAIL_LIST_LABELS'],"Once the invoice emails are processed and logged, the agent needs to update their labels in bulk to mark them as handled.","['GMAIL_BATCH_MODIFY_MESSAGES', 'GMAIL_FETCH_EMAILS', 'GMAIL_GET_ATTACHMENT', 'GMAIL_LIST_LABELS', 'GOOGLEDRIVE_UPLOAD_FROM_URL', 'GOOGLESHEETS_BATCH_GET', 'GOOGLESHEETS_GET_SHEET_NAMES', 'GOOGLESHEETS_UPDATE_VALUES_BATCH']",workflow-015-q4,implicit,1,True,True,1.0,1.0,1,,,GMAIL_ADD_LABEL_TO_EMAIL; GMAIL_CREATE_LABEL; GMAIL_FETCH_EMAILS; GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID; GMAIL_LIST_LABELS,GMAIL_BATCH_MODIFY_MESSAGES,GMAIL_FETCH_EMAILS; GMAIL_ADD_LABEL_TO_EMAIL; GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID; GMAIL_LIST_LABELS; GMAIL_CREATE_LABEL,gmail,2.37,2.37,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-015-q4-implicit.json
workflow-015-q4-paraphrase,15,"Process pending invoice emails, persist invoice attachments to cloud storage, update spreadsheet ledgers, verify calculated totals, and label processed messages.",apply label changes to multiple messages in bulk after they have been handled,['GMAIL_BATCH_MODIFY_MESSAGES'],['GMAIL_LIST_LABELS'],"Once the invoice emails are processed and logged, the agent needs to update their labels in bulk to mark them as handled.","['GMAIL_BATCH_MODIFY_MESSAGES', 'GMAIL_FETCH_EMAILS', 'GMAIL_GET_ATTACHMENT', 'GMAIL_LIST_LABELS', 'GOOGLEDRIVE_UPLOAD_FROM_URL', 'GOOGLESHEETS_BATCH_GET', 'GOOGLESHEETS_GET_SHEET_NAMES', 'GOOGLESHEETS_UPDATE_VALUES_BATCH']",workflow-015-q4,paraphrase,1,True,True,1.0,1.0,3,,,GMAIL_ADD_LABEL_TO_EMAIL; GMAIL_CREATE_FILTER; GMAIL_CREATE_LABEL; GMAIL_FETCH_EMAILS; GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID; GMAIL_LIST_FILTERS; GMAIL_LIST_HISTORY; GMAIL_LIST_LABELS,GMAIL_LIST_LABELS; GMAIL_FETCH_EMAILS; GMAIL_BATCH_MODIFY_MESSAGES,GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID; GMAIL_CREATE_LABEL; GMAIL_ADD_LABEL_TO_EMAIL; GMAIL_LIST_HISTORY; GMAIL_LIST_FILTERS; GMAIL_CREATE_FILTER,gmail,2.58,2.58,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-015-q4-paraphrase.json
workflow-016-q1-explicit,16,"Audit analytics and search performance for a website, inspect and modify its source repository, create pull requests with SEO, tracking, caching, routing, and accessibility fixes, and investigate hosting/deployment state.",pull Google Analytics traffic reports and Google Search Console performance data,"['GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",['GOOGLE_ANALYTICS_LIST_DATA_STREAMS'],"To audit analytics and search performance, the agent needs to query Google Analytics and Google Search Console data.","['CLOUDFLARE_LIST_ACCOUNTS', 'CLOUDFLARE_LIST_DNS_RECORDS', 'CLOUDFLARE_LIST_ZONES', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_AN_ISSUE', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_GET_A_BRANCH', 'GITHUB_GET_A_PULL_REQUEST', 'GITHUB_GET_A_REPOSITORY', 'GITHUB_GET_A_TREE', 'GITHUB_GET_RAW_REPOSITORY_CONTENT', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_BRANCHES', 'GITHUB_LIST_COMMITS', 'GITHUB_LIST_PULL_REQUESTS', 'GITHUB_LIST_PULL_REQUESTS_FILES', 'GITHUB_LIST_REPOSITORIES_FOR_A_USER', 'GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_PULL_REQUEST', 'GOOGLE_ANALYTICS_LIST_DATA_STREAMS', 'GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",workflow-016-q1,explicit,2,True,True,0.5,0.5,1,,GOOGLE_ANALYTICS_RUN_REPORT,GOOGLE_SEARCH_CONSOLE_INSPECT_URL; GOOGLE_SEARCH_CONSOLE_LIST_SITES,GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY,GOOGLE_SEARCH_CONSOLE_LIST_SITES; GOOGLE_SEARCH_CONSOLE_INSPECT_URL,google_search_console,2.99,2.99,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-016-q1-explicit.json
workflow-016-q1-implicit,16,"Audit analytics and search performance for a website, inspect and modify its source repository, create pull requests with SEO, tracking, caching, routing, and accessibility fixes, and investigate hosting/deployment state.",get website traffic stats and search engine performance analytics,"['GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",['GOOGLE_ANALYTICS_LIST_DATA_STREAMS'],"To audit analytics and search performance, the agent needs to query Google Analytics and Google Search Console data.","['CLOUDFLARE_LIST_ACCOUNTS', 'CLOUDFLARE_LIST_DNS_RECORDS', 'CLOUDFLARE_LIST_ZONES', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_AN_ISSUE', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_GET_A_BRANCH', 'GITHUB_GET_A_PULL_REQUEST', 'GITHUB_GET_A_REPOSITORY', 'GITHUB_GET_A_TREE', 'GITHUB_GET_RAW_REPOSITORY_CONTENT', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_BRANCHES', 'GITHUB_LIST_COMMITS', 'GITHUB_LIST_PULL_REQUESTS', 'GITHUB_LIST_PULL_REQUESTS_FILES', 'GITHUB_LIST_REPOSITORIES_FOR_A_USER', 'GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_PULL_REQUEST', 'GOOGLE_ANALYTICS_LIST_DATA_STREAMS', 'GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",workflow-016-q1,implicit,2,False,False,0.0,0.0,,,GOOGLE_ANALYTICS_RUN_REPORT; GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY,COMPOSIO_SEARCH_FETCH_URL_CONTENT; COMPOSIO_SEARCH_VERCEL_AI_CHAT; COMPOSIO_SEARCH_WEB,COMPOSIO_SEARCH_WEB; COMPOSIO_SEARCH_FETCH_URL_CONTENT,COMPOSIO_SEARCH_VERCEL_AI_CHAT,composio_search,4.83,4.83,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-016-q1-implicit.json
workflow-016-q1-paraphrase,16,"Audit analytics and search performance for a website, inspect and modify its source repository, create pull requests with SEO, tracking, caching, routing, and accessibility fixes, and investigate hosting/deployment state.",check how much traffic our site is getting alongside search query rankings,"['GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",['GOOGLE_ANALYTICS_LIST_DATA_STREAMS'],"To audit analytics and search performance, the agent needs to query Google Analytics and Google Search Console data.","['CLOUDFLARE_LIST_ACCOUNTS', 'CLOUDFLARE_LIST_DNS_RECORDS', 'CLOUDFLARE_LIST_ZONES', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_AN_ISSUE', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_GET_A_BRANCH', 'GITHUB_GET_A_PULL_REQUEST', 'GITHUB_GET_A_REPOSITORY', 'GITHUB_GET_A_TREE', 'GITHUB_GET_RAW_REPOSITORY_CONTENT', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_BRANCHES', 'GITHUB_LIST_COMMITS', 'GITHUB_LIST_PULL_REQUESTS', 'GITHUB_LIST_PULL_REQUESTS_FILES', 'GITHUB_LIST_REPOSITORIES_FOR_A_USER', 'GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_PULL_REQUEST', 'GOOGLE_ANALYTICS_LIST_DATA_STREAMS', 'GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",workflow-016-q1,paraphrase,2,False,False,0.0,0.0,,,GOOGLE_ANALYTICS_RUN_REPORT; GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY,AHREFS_FETCH_COMPETITORS_OVERVIEW; AHREFS_FETCH_RANK_TRACKER_OVERVIEW; AHREFS_GET_SITE_AUDIT_PROJECTS; AHREFS_RETRIEVE_ORGANIC_KEYWORDS; AHREFS_RETRIEVE_SITE_EXPLORER_METRICS; AHREFS_RETRIEVE_SITE_EXPLORER_METRICS_HISTORY,AHREFS_FETCH_RANK_TRACKER_OVERVIEW; AHREFS_RETRIEVE_SITE_EXPLORER_METRICS,AHREFS_GET_SITE_AUDIT_PROJECTS; AHREFS_FETCH_COMPETITORS_OVERVIEW; AHREFS_RETRIEVE_SITE_EXPLORER_METRICS_HISTORY; AHREFS_RETRIEVE_ORGANIC_KEYWORDS,ahrefs,3.39,3.39,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-016-q1-paraphrase.json
workflow-016-q2-explicit,16,"Audit analytics and search performance for a website, inspect and modify its source repository, create pull requests with SEO, tracking, caching, routing, and accessibility fixes, and investigate hosting/deployment state.",explore the GitHub repository file tree and retrieve the source code,"['GITHUB_GET_A_TREE', 'GITHUB_GET_REPOSITORY_CONTENT']",['GITHUB_GET_RAW_REPOSITORY_CONTENT'],Inspecting and modifying the source repository requires exploring the file structure and reading source code files.,"['CLOUDFLARE_LIST_ACCOUNTS', 'CLOUDFLARE_LIST_DNS_RECORDS', 'CLOUDFLARE_LIST_ZONES', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_AN_ISSUE', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_GET_A_BRANCH', 'GITHUB_GET_A_PULL_REQUEST', 'GITHUB_GET_A_REPOSITORY', 'GITHUB_GET_A_TREE', 'GITHUB_GET_RAW_REPOSITORY_CONTENT', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_BRANCHES', 'GITHUB_LIST_COMMITS', 'GITHUB_LIST_PULL_REQUESTS', 'GITHUB_LIST_PULL_REQUESTS_FILES', 'GITHUB_LIST_REPOSITORIES_FOR_A_USER', 'GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_PULL_REQUEST', 'GOOGLE_ANALYTICS_LIST_DATA_STREAMS', 'GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",workflow-016-q2,explicit,2,True,True,1.0,1.0,2,,,GITHUB_GET_A_REFERENCE; GITHUB_GET_A_REPOSITORY; GITHUB_GET_RAW_REPOSITORY_CONTENT; GITHUB_LIST_BRANCHES; GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER; GITHUB_SEARCH_CODE_ALL_PAGES,GITHUB_GET_A_REPOSITORY; GITHUB_GET_A_TREE; GITHUB_GET_REPOSITORY_CONTENT,GITHUB_LIST_BRANCHES; GITHUB_GET_A_REFERENCE; GITHUB_GET_RAW_REPOSITORY_CONTENT; GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER; GITHUB_SEARCH_CODE_ALL_PAGES,github,2.01,2.01,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-016-q2-explicit.json
workflow-016-q2-implicit,16,"Audit analytics and search performance for a website, inspect and modify its source repository, create pull requests with SEO, tracking, caching, routing, and accessibility fixes, and investigate hosting/deployment state.",browse the project directory structure and read the source files,"['GITHUB_GET_A_TREE', 'GITHUB_GET_REPOSITORY_CONTENT']",['GITHUB_GET_RAW_REPOSITORY_CONTENT'],Inspecting and modifying the source repository requires exploring the file structure and reading source code files.,"['CLOUDFLARE_LIST_ACCOUNTS', 'CLOUDFLARE_LIST_DNS_RECORDS', 'CLOUDFLARE_LIST_ZONES', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_AN_ISSUE', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_GET_A_BRANCH', 'GITHUB_GET_A_PULL_REQUEST', 'GITHUB_GET_A_REPOSITORY', 'GITHUB_GET_A_TREE', 'GITHUB_GET_RAW_REPOSITORY_CONTENT', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_BRANCHES', 'GITHUB_LIST_COMMITS', 'GITHUB_LIST_PULL_REQUESTS', 'GITHUB_LIST_PULL_REQUESTS_FILES', 'GITHUB_LIST_REPOSITORIES_FOR_A_USER', 'GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_PULL_REQUEST', 'GOOGLE_ANALYTICS_LIST_DATA_STREAMS', 'GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",workflow-016-q2,implicit,2,True,True,1.0,1.0,1,,,DEEPWIKI_MCP_READ_WIKI_CONTENTS; DEEPWIKI_MCP_READ_WIKI_STRUCTURE; GITHUB_GET_A_REPOSITORY; GITHUB_GET_RAW_REPOSITORY_CONTENT; GITHUB_SEARCH_CODE,GITHUB_GET_A_TREE; GITHUB_GET_REPOSITORY_CONTENT; GITHUB_SEARCH_CODE,DEEPWIKI_MCP_READ_WIKI_STRUCTURE; DEEPWIKI_MCP_READ_WIKI_CONTENTS; GITHUB_GET_A_REPOSITORY; GITHUB_GET_RAW_REPOSITORY_CONTENT,deepwiki_mcp; github,2.4,2.4,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-016-q2-implicit.json
workflow-016-q2-paraphrase,16,"Audit analytics and search performance for a website, inspect and modify its source repository, create pull requests with SEO, tracking, caching, routing, and accessibility fixes, and investigate hosting/deployment state.",get the repository contents and view the file hierarchy,"['GITHUB_GET_A_TREE', 'GITHUB_GET_REPOSITORY_CONTENT']",['GITHUB_GET_RAW_REPOSITORY_CONTENT'],Inspecting and modifying the source repository requires exploring the file structure and reading source code files.,"['CLOUDFLARE_LIST_ACCOUNTS', 'CLOUDFLARE_LIST_DNS_RECORDS', 'CLOUDFLARE_LIST_ZONES', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_AN_ISSUE', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_GET_A_BRANCH', 'GITHUB_GET_A_PULL_REQUEST', 'GITHUB_GET_A_REPOSITORY', 'GITHUB_GET_A_TREE', 'GITHUB_GET_RAW_REPOSITORY_CONTENT', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_BRANCHES', 'GITHUB_LIST_COMMITS', 'GITHUB_LIST_PULL_REQUESTS', 'GITHUB_LIST_PULL_REQUESTS_FILES', 'GITHUB_LIST_REPOSITORIES_FOR_A_USER', 'GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_PULL_REQUEST', 'GOOGLE_ANALYTICS_LIST_DATA_STREAMS', 'GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",workflow-016-q2,paraphrase,2,True,True,1.0,1.0,1,,,DEEPWIKI_MCP_READ_WIKI_CONTENTS; DEEPWIKI_MCP_READ_WIKI_STRUCTURE; GITHUB_GET_A_REPOSITORY; GITHUB_GET_RAW_REPOSITORY_CONTENT; GITHUB_SEARCH_CODE,GITHUB_GET_A_TREE; GITHUB_GET_REPOSITORY_CONTENT; GITHUB_SEARCH_CODE,DEEPWIKI_MCP_READ_WIKI_STRUCTURE; DEEPWIKI_MCP_READ_WIKI_CONTENTS; GITHUB_GET_A_REPOSITORY; GITHUB_GET_RAW_REPOSITORY_CONTENT,deepwiki_mcp; github,2.09,2.09,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-016-q2-paraphrase.json
workflow-016-q3-explicit,16,"Audit analytics and search performance for a website, inspect and modify its source repository, create pull requests with SEO, tracking, caching, routing, and accessibility fixes, and investigate hosting/deployment state.",open a new pull request on GitHub containing these code fixes,"['GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_COMMIT_MULTIPLE_FILES']",['GITHUB_GET_A_BRANCH'],"Submitting SEO, caching, and accessibility fixes requires committing changes across files and opening a pull request.","['CLOUDFLARE_LIST_ACCOUNTS', 'CLOUDFLARE_LIST_DNS_RECORDS', 'CLOUDFLARE_LIST_ZONES', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_AN_ISSUE', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_GET_A_BRANCH', 'GITHUB_GET_A_PULL_REQUEST', 'GITHUB_GET_A_REPOSITORY', 'GITHUB_GET_A_TREE', 'GITHUB_GET_RAW_REPOSITORY_CONTENT', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_BRANCHES', 'GITHUB_LIST_COMMITS', 'GITHUB_LIST_PULL_REQUESTS', 'GITHUB_LIST_PULL_REQUESTS_FILES', 'GITHUB_LIST_REPOSITORIES_FOR_A_USER', 'GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_PULL_REQUEST', 'GOOGLE_ANALYTICS_LIST_DATA_STREAMS', 'GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",workflow-016-q3,explicit,2,True,True,0.5,0.5,1,,GITHUB_COMMIT_MULTIPLE_FILES,GITHUB_COMPARE_TWO_COMMITS; GITHUB_FIND_PULL_REQUESTS; GITHUB_GET_A_BRANCH; GITHUB_GET_A_PULL_REQUEST; GITHUB_LIST_BRANCHES; GITHUB_UPDATE_A_PULL_REQUEST,GITHUB_CREATE_A_PULL_REQUEST,GITHUB_GET_A_BRANCH; GITHUB_FIND_PULL_REQUESTS; GITHUB_COMPARE_TWO_COMMITS; GITHUB_GET_A_PULL_REQUEST; GITHUB_UPDATE_A_PULL_REQUEST; GITHUB_LIST_BRANCHES,github,4.06,4.06,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-016-q3-explicit.json
workflow-016-q3-implicit,16,"Audit analytics and search performance for a website, inspect and modify its source repository, create pull requests with SEO, tracking, caching, routing, and accessibility fixes, and investigate hosting/deployment state.",submit code corrections as a new pull request,"['GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_COMMIT_MULTIPLE_FILES']",['GITHUB_GET_A_BRANCH'],"Submitting SEO, caching, and accessibility fixes requires committing changes across files and opening a pull request.","['CLOUDFLARE_LIST_ACCOUNTS', 'CLOUDFLARE_LIST_DNS_RECORDS', 'CLOUDFLARE_LIST_ZONES', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_AN_ISSUE', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_GET_A_BRANCH', 'GITHUB_GET_A_PULL_REQUEST', 'GITHUB_GET_A_REPOSITORY', 'GITHUB_GET_A_TREE', 'GITHUB_GET_RAW_REPOSITORY_CONTENT', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_BRANCHES', 'GITHUB_LIST_COMMITS', 'GITHUB_LIST_PULL_REQUESTS', 'GITHUB_LIST_PULL_REQUESTS_FILES', 'GITHUB_LIST_REPOSITORIES_FOR_A_USER', 'GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_PULL_REQUEST', 'GOOGLE_ANALYTICS_LIST_DATA_STREAMS', 'GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",workflow-016-q3,implicit,2,True,True,0.5,0.5,1,,GITHUB_COMMIT_MULTIPLE_FILES,GITHUB_COMPARE_TWO_COMMITS; GITHUB_FIND_PULL_REQUESTS; GITHUB_GET_A_BRANCH; GITHUB_GET_A_PULL_REQUEST; GITHUB_LIST_BRANCHES; GITHUB_UPDATE_A_PULL_REQUEST,GITHUB_CREATE_A_PULL_REQUEST,GITHUB_GET_A_BRANCH; GITHUB_FIND_PULL_REQUESTS; GITHUB_COMPARE_TWO_COMMITS; GITHUB_GET_A_PULL_REQUEST; GITHUB_UPDATE_A_PULL_REQUEST; GITHUB_LIST_BRANCHES,github,2.31,2.31,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-016-q3-implicit.json
workflow-016-q3-paraphrase,16,"Audit analytics and search performance for a website, inspect and modify its source repository, create pull requests with SEO, tracking, caching, routing, and accessibility fixes, and investigate hosting/deployment state.",generate a PR with the updated code changes,"['GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_COMMIT_MULTIPLE_FILES']",['GITHUB_GET_A_BRANCH'],"Submitting SEO, caching, and accessibility fixes requires committing changes across files and opening a pull request.","['CLOUDFLARE_LIST_ACCOUNTS', 'CLOUDFLARE_LIST_DNS_RECORDS', 'CLOUDFLARE_LIST_ZONES', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_AN_ISSUE', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_GET_A_BRANCH', 'GITHUB_GET_A_PULL_REQUEST', 'GITHUB_GET_A_REPOSITORY', 'GITHUB_GET_A_TREE', 'GITHUB_GET_RAW_REPOSITORY_CONTENT', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_BRANCHES', 'GITHUB_LIST_COMMITS', 'GITHUB_LIST_PULL_REQUESTS', 'GITHUB_LIST_PULL_REQUESTS_FILES', 'GITHUB_LIST_REPOSITORIES_FOR_A_USER', 'GITHUB_LIST_REPOSITORIES_FOR_THE_AUTHENTICATED_USER', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GITHUB_UPDATE_A_PULL_REQUEST', 'GOOGLE_ANALYTICS_LIST_DATA_STREAMS', 'GOOGLE_ANALYTICS_RUN_REPORT', 'GOOGLE_SEARCH_CONSOLE_SEARCH_ANALYTICS_QUERY']",workflow-016-q3,paraphrase,2,True,True,0.5,0.5,1,,GITHUB_COMMIT_MULTIPLE_FILES,GITHUB_COMPARE_TWO_COMMITS; GITHUB_FIND_PULL_REQUESTS; GITHUB_GET_A_BRANCH; GITHUB_GET_A_PULL_REQUEST; GITHUB_LIST_BRANCHES; GITHUB_UPDATE_A_PULL_REQUEST,GITHUB_CREATE_A_PULL_REQUEST,GITHUB_GET_A_BRANCH; GITHUB_FIND_PULL_REQUESTS; GITHUB_COMPARE_TWO_COMMITS; GITHUB_GET_A_PULL_REQUEST; GITHUB_UPDATE_A_PULL_REQUEST; GITHUB_LIST_BRANCHES,github,2.07,2.07,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-016-q3-paraphrase.json
